_id,question,A,B,C,D,answer,GPT_answer,accuracy,response_time,updatedAt
65696337793453ba7eacc21c,"The AH Protocol provides source authentication and data integrity, but not",Integrity,Privacy,Nonrepudiation,Both A & C,B,\n\nAnswer: D Both A & C,0,420.2305000014603,2023-12-01T05:58:59.893Z
65696337793453ba7eacc21d,Which of the following is not a security exploit?,Eavesdropping,Cross-site scripting,Authentication,SQL Injection,C,\n\nAnswer: Eavesdropping,0,518.061700001359,2023-12-01T05:59:02.117Z
65696337793453ba7eacc21e,_______________ is the central node of 802.11 wireless operations.,WPA,Access Point,WAP,Access Port,B,\n\nAnswer: B Access Point,1,370.9770999997854,2023-12-01T05:42:55.699Z
65696337793453ba7eacc21f,In MD-5 the length of the message digest is,160,128,64,54,B,\n\nAnswer: B 128,1,258.6815000027418,2023-12-01T05:59:03.637Z
65696337793453ba7eacc220,What is Nmap?,"It is a scanner which works by injecting packets to a range of addresses, and inferring what hosts and services might be at those addresses, based on the responses",It is a network fuzz testing tool,It is a map of the Internet,"It is a suite of tools for scripting attacks: probe, construct, encode, inject, wait for response",A,"\n\nAnswer: A It is a scanner which works by injecting packets to a range of addresses, and inferring what hosts and services might be at those addresses, based on the responses.",1,1066.4923000000417,2023-12-01T05:38:55.343Z
65696337793453ba7eacc221,How do you prevent SQL injection?,Escape queries,Interrupt requests,Merge tables,All of the above,A,\n\nAnswer: A. Escape queries,1,312.57450000196695,2023-12-01T05:38:57.289Z
65696337793453ba7eacc222,"What does it mean to ""be stealthy"" during a penetration test?",Performing the tests from an undisclosed location,Using encryption during tests to make the source of attacks impossible to determine,Performing penetration testing without the target organization knowing,"Taking care to avoid activities during a penetration test that might attract attention, e.g., by operators or IDS services",D,"\n\nAnswer: D Taking care to avoid activities during a penetration test that might attract attention, e.g., by operators or IDS services.",1,914.1656999997795,2023-12-01T05:38:59.809Z
65696337793453ba7eacc223,Which of the following is not a transport layer vulnerability?,"Mishandling of undefined, poorly defined variables",The Vulnerability that allows “fingerprinting” & other enumeration of host information,Overloading of transport-layer mechanisms,Unauthorized network access,D,\n\nAnswer: D Unauthorized network access,1,471.80680000036955,2023-12-01T05:59:05.940Z
65696337793453ba7eacc224,"In Brumley and Boneh’s paper on side-channel attacks, why does blinding prevent the timing attack from working?","Blinding prevents the server from using the CRT optimization, which is essential to the timing attack.","Blinding changes the p and q primes that are used, so an adversary cannot learn the server’s true p and q values.","Blinding randomizes the ciphertext being decrypted, thus obscuring the correlation between an adversary’s input and the timing differences.","Blinding adds a random amount of time to the decryption due to the multiplication and division by the blinding random value r, which obscures the timing differences used in the attack.",C,"\n\nAnswer: D Blinding adds a random amount of time to the decryption due to the multiplication and division by the blinding random value r, which obscures the timing differences used in the attack.",0,1175.4189999997616,2023-12-01T05:59:10.522Z
65696337793453ba7eacc225,"The openSSL implementation described in “Remote Timing Attacks are Practical” (by Brumley and Boneh) uses the following performance optimizations: Chinese Remainder (CR), Montgomery Representation (MR), Karatsuba Multiplication (KM), and Repeated squaring and Sliding windows (RS). Which of the following options would close the timing channel attack described in the paper if you turned the listed optimizations off?\n1. RS and KM\n2. RS and MR","True, True","False, False","True, False","False, True",D,"\n\nAnswer: C True, False",0,401.3596999980509,2023-12-01T05:59:11.927Z
65696337793453ba7eacc226,Public key encryption is advantageous over Symmetric key Cryptography because of,Speed,Space,Key exchange,Key length,C,\n\nAnswer: C. Key exchange,1,362.8766000010073,2023-12-01T05:39:09.790Z
65696337793453ba7eacc227,The __________ was a huge marketplace of Dark Web specifically famous for selling of illegal drugs & narcotics as well as you can find a wide range of other goods for sale.,Silk Road,Cotton Road,Dark Road,Drug Road,A,\n\nAnswer: A Silk Road,1,303.5038000009954,2023-12-01T05:39:11.665Z
65696337793453ba7eacc228,The ______________ is categorized as an unknown segment of the Deep Web which has been purposely kept hidden & is inaccessible using standard web browsers.,Haunted web,World Wide Web,Dark web,Surface web,C,\n\nAnswer: C. Dark web,1,325.6173999980092,2023-12-01T05:39:14.454Z
65696337793453ba7eacc229,What does EXE do when the STP solver times out on a constraint query for a particular path?,Assume that the query is satisfiable and continue executing the path.,Assume that the query is not satisfiable and stop executing the path,"Restart STP and retry the query, up to a limited number of retries.",Remove a subset of the constraints and retry the query.,B,"\n\nAnswer: C Restart STP and retry the query, up to a limited number of retries.",0,758.19280000031,2023-12-01T05:59:13.896Z
65696337793453ba7eacc22a,To verify a digital signature we need the,Sender’s Private key,Sender’s Public key,Receiver’s Private key,Receiver’s Public key,B,\n\nAnswer: B Sender's Public key,0,551.3044999986887,2023-12-01T06:03:17.116Z
65696337793453ba7eacc22b,Suppose you want to use fuzzing on a program to try to find memory errors; which of the following statements is true?,"You should not use a grammar-based fuzzer, because its adherence to the grammar means it will not find memory errors",Compiling the program with address sanitizer (ASAN) will make errors harder to reproduce,Compiling the program with address sanitizer (ASAN) will make the source of a memory error easier to find,"Fuzzing doesn't find memory errors, it finds crashes and hangs",C,\n\nAnswer: C Compiling the program with address sanitizer (ASAN) will make the source of a memory error easier to find.,1,777.4495999999344,2023-12-01T05:39:21.272Z
65696337793453ba7eacc22c,"Based on the paper “SoK: SSL and HTTPS: Revisiting past challenges and evaluating certificates trust model enhancements”, which of the following statements are false?",Valid DV certificates provide more confidence to a user that she is connecting to the intended party than valid EV certificates.,OCSP stapling allows a server to prove to a browser that its certificate hasn’t been revoked.,DANE makes it difficult for an adversary to launch a SSL stripping attack.,Server key-pinning makes it harder for an adversary to convince a CA to mint a certificate for a site and launch an MITM attack on that site.,A,\n\nA. Valid DV certificates provide more confidence to a user that she is connecting to the intended party than valid EV certificates. (FALSE),1,871.6235999986529,2023-12-01T05:39:23.896Z
65696337793453ba7eacc22d,What tool can be used to perform SNMP enumeration?,DNSlookup,Whois,Nslookup,IP Network Browser,D,\n\nAnswer: D IP Network Browser,1,329.6097000017762,2023-12-01T05:39:25.879Z
65696337793453ba7eacc22e,Which among them has the strongest wireless security?,WEP,WPA,WPA2,WPA3,D,\n\nAnswer: D WPA3,1,321.2936000004411,2023-12-01T05:39:27.928Z
65696337793453ba7eacc22f,"Suppose Unix did not provide a way of passing file descriptors between processes, but still allowed inheriting file descriptors from a parent on fork and exec. What aspects of the OKWS design would break without file descriptor passing?\n1. It would be impossible for services to get a TCP connection to the client web browser.\n2. It would be impossible for okd to run as a non-root user.","True, True","False, False","True, False","False, True",C,"\n\nAnswer: C. True, False",1,466.7287999987602,2023-12-01T05:39:30.225Z
65696337793453ba7eacc230,Failed sessions allow brute-force attacks on access credentials. This type of attacks are done in which layer of the OSI model?,Physical layer,Data-link Layer,Session layer,Presentation layer,C,\n\nAnswer: C Session Layer,1,292.8307000026107,2023-12-01T05:39:32.636Z
65696337793453ba7eacc231,Which of the following is an authentication method?,Secret question,Biometric,SMS code,All of the above,D,\n\nAnswer: D All of the above,1,329.73919999971986,2023-12-01T05:39:35.250Z
65696337793453ba7eacc232,"When does a buffer overflow occur, generally speaking?",when writing to a pointer that has been freed,when copying a buffer from the stack to the heap,when a pointer is used to access memory not allocated to it,"when the program notices a buffer has filled up, and so starts to reject requests",C,\n\nAnswer: C when a pointer is used to access memory not allocated to it,1,532.0449000000954,2023-12-01T05:39:37.127Z
65696337793453ba7eacc233,A digital signature needs a,Private-key system,Shared-key system,Public-key system,All of them,C,\n\nAnswer: C Public-key system,1,734.1763000003994,2023-12-01T05:39:40.724Z
65696337793453ba7eacc234,A packet filter firewall filters at the,Application or transport,Data link layer,Physical Layer,Network or transport layer,D,\n\nAnswer: D Network or transport layer,1,405.263900000602,2023-12-01T05:39:42.537Z
65696337793453ba7eacc235,"Let I = (S,V)I=(S,V) be a MAC. Suppose S(k,m)S(k,m) is always 5 bits long. Can this MAC be secure?","No, an attacker can simply guess the tag for messages",It depends on the details of the MAC,"Yes, the attacker cannot generate a valid tag for any message","Yes, the PRG is pseudorandom",A,\n\nAnswer: B It depends on the details of the MAC,0,469.16119999811053,2023-12-01T05:59:17.829Z
65696337793453ba7eacc236,Which of the following deals with network intrusion detection and real-time traffic analysis?,John the Ripper,L0phtCrack,Snort,Nessus,C,\n\nAnswer: C Snort,1,338.20930000022054,2023-12-01T05:39:47.637Z
65696337793453ba7eacc237,The Message condentiality or privacy means that the sender and the receiver expect,Integrity,Condentiality,Authentication,Nonrepudiation,B,\n\nAnswer: B Condentiality,1,387.3048999980092,2023-12-01T06:02:32.208Z
65696337793453ba7eacc238,"When a wireless user authenticates to any AP, both of them go in the course of four-step authentication progression which is called _____________",AP-handshaking,4-way handshake,4-way connection,wireless handshaking,B,\n\nAnswer: B 4-way handshake,1,310.6888999976218,2023-12-01T05:39:51.274Z
65696337793453ba7eacc239,Message authentication is a service beyond,Message Condentiality,Message Integrity,Message Splashing,Message Sending,B,\n\nAnswer: B Message Integrity,1,311.7881000004709,2023-12-01T05:39:53.503Z
65696337793453ba7eacc23a,Which of the following are most vulnerable to injection attacks?,Session IDs,Registry keys,Network communications,SQL queries based on user input,D,\n\nAnswer: D SQL queries based on user input,1,391.37099999934435,2023-12-01T05:39:55.340Z
65696337793453ba7eacc23b,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?\n1. An attacker replacing bytes sent by a client with bytes of the attacker’s own choosing.\n2. An attacker reading the plaintext bytes sent by a client.","True, True","False, False","True, False","False, True",A,"\n\nAnswer: C True, False",0,475.84829999879,2023-12-01T05:59:22.258Z
65696337793453ba7eacc23c,Which of the following is a Wireless traffic Sniffing tool?,Maltego,BurpSuit,Nessus,Wireshark,D,\n\nAnswer: D. Wireshark,1,446.3605999983847,2023-12-01T05:39:59.980Z
65696337793453ba7eacc23d,A ___________ is a method in which a computer security mechanism is bypassed untraceable for accessing the computer or its information.,front-door,backdoor,clickjacking,key-logging,B,\n\nAnswer: B. Backdoor,1,377.52769999951124,2023-12-01T05:40:01.800Z
65696337793453ba7eacc23e,Which of the following is not a block cipher operating mode?,ECB,CFB,CBF,CBC,C,\n\nAnswer: C CBF,1,792.1233000010252,2023-12-01T05:40:05.816Z
65696337793453ba7eacc23f,What is a web proxy?,A piece of software that intercepts and possibly modifies requests (and responses) between a web browser and web server,An agent that makes decisions on the client's behalf when interacting with web applications,"A piece of software that makes a web application look like a standalone application, making it easier to test","A simulator for the web, for use when off-line",A,\n\nAnswer: A - A piece of software that intercepts and possibly modifies requests (and responses) between a web browser and web server.,1,768.3959999978542,2023-12-01T05:40:07.784Z
65696337793453ba7eacc240,Buffer-overflow may remain as a bug in apps if __________ are not done fully.,boundary hacks,memory checks,boundary checks,buffer checks,C,\n\nAnswer: C boundary checks,1,315.92839999869466,2023-12-01T05:40:09.221Z
65696337793453ba7eacc241,Applications developed by programming languages like ____ and ______ have this common buffer-overflow error.,"C, Ruby","Python, Ruby","C, C++","Tcl, C#",C,"\n\nAnswer: C, C++",1,532.9423999972641,2023-12-01T05:40:11.134Z
65696337793453ba7eacc242,"Encryption and decryption provide secrecy, or condentiality, but not",Authentication,Integrity,Privacy,All of the above,B,\n\nAnswer: D All of the above,0,406.146099999547,2023-12-01T05:59:24.663Z
65696337793453ba7eacc243,A/an ___________ is a program that steals your logins & passwords for instant messaging applications.,IM – Trojans,Backdoor Trojans,Trojan-Downloader,Ransom Trojan,A,\n\nAnswer: A IM – Trojans,1,650.4862000010908,2023-12-01T05:40:15.548Z
65696337793453ba7eacc244,The sub key length at each round of DES is__________,32,56,48,64,B,\n\nAnswer: B 56,1,434.40390000119805,2023-12-01T05:59:26.946Z
65696337793453ba7eacc245,Which of the following is true of mutation-based fuzzing?,It generates each different input by modifying a prior input,It works by making small mutations to the target program to induce faults,Each input is mutation that follows a given grammar,"It only makes sense for file-based fuzzing, not network-based fuzzing",A,\n\nAnswer: A It generates each different input by modifying a prior input,1,537.8772999979556,2023-12-01T05:59:29.139Z
65696337793453ba7eacc246,What are the types of scanning?,"Port, network, and services","Network, vulnerability, and port ","Passive, active, and interactive","Server, client, and network",B,"\n\nAnswer: B Network, vulnerability, and port",0,461.8961999975145,2023-12-01T06:02:14.768Z
65696337793453ba7eacc247,"A sender must not be able to deny sending a message that was sent, is known as",Message Nonrepudiation,Message Integrity,Message Condentiality,Message Sending,A,\n\nAnswer: A Message Nonrepudiation,1,356.60999999940395,2023-12-01T05:40:24.200Z
65696337793453ba7eacc248,A proxy rewall lters at the,Physical layer,Application layer,Data link layer,Network layer,B,\n\nAnswer: C Data link layer,0,376.89250000193715,2023-12-01T05:59:33.401Z
65696337793453ba7eacc249,Encapsulating Security Payload (ESP) belongs to which Internet Security Protocol?,Secure Socket Layer Protocol,Secure IP Protocol,Secure Http Protocol,Transport Layer Security Protocol,B,\n\nAnswer: D Transport Layer Security Protocol,0,378.9340999983251,2023-12-01T05:59:35.489Z
65696337793453ba7eacc24a,A special tool is necessary for entering the network which is _______________ that helps the anonymous internet users to access into the Tor’s network and use various Tor services.,Opera browser,Firefox,Chrome,Tor browser,D,\n\nAnswer: D Tor browser,1,365.8374000005424,2023-12-01T05:40:29.328Z
65696337793453ba7eacc24b,How does a buffer overflow on the stack facilitate running attacker-injected code?,By overwriting the return address to point to the location of that code,By writing directly to the instruction pointer register the address of the code,By writing directly to %eax the address of the code,"By changing the name of the running executable, stored on the stack",A,\n\nAnswer: A. By overwriting the return address to point to the location of that code.,1,622.5628999993205,2023-12-01T05:40:32.055Z
65696337793453ba7eacc24c,The digest created by a hash function is normally called a,Modication detection code (MDC),Modify authentication connection,Message authentication control,Message authentication cipher,A,\n\nAnswer: A Modication Detection Code (MDC),1,565.5518999993801,2023-12-01T05:49:12.311Z
65696337793453ba7eacc24d,"Let F: K \times R \to MF:K×R→M be a secure PRF. For m \in Mm∈M define E(k,m) = \big[ r \gets R,\ \text{output } \big(r,\ F(k,r) \oplus m\big)\ \big]E(k,m)=[r←R, output (r, F(k,r)⊕m) ] Is EE symantically secure under CPA?","Yes, whenever F is a secure PRF","No, there is always a CPA attack on this system","Yes, but only if R is large enough so r never repeats (w.h.p)",It depends on what F is used,C,\n\nAnswer: D It depends on what F is used.,0,457.16990000009537,2023-12-01T05:59:38.202Z
65696337793453ba7eacc24e,Old operating systems like _______ and NT-based systems have buffer-overflow attack a common vulnerability.,Windows 7,Chrome,IOS12,UNIX,D,\n\nAnswer: D UNIX,1,378.7589000016451,2023-12-01T05:49:54.350Z
65696337793453ba7eacc24f,What is a replay attack?,When the attacker replies to a message sent to it by the system,"An attack that continuously repeats, probing for a weakness",An attack that uses the system's own messages and so cannot be defended against,"The attacker resends a captured message, and the site accept its and responds in the attacker's favor",D,\n\nAnswer: C An attack that uses the system's own messages and so cannot be defended against,0,669.359999999404,2023-12-01T05:59:41.340Z
65696337793453ba7eacc250,Statement 1| A U2F USB dongle prevents malware on the user’s computer from stealing the user’s second factor to authenticate as that user even when the user’s computer is turned off. Statement 2| A server using U2F can reliably determine that the user who is attempting to login is indeed behind the computer that sent the login request.,"True, True","False, False","True, False","False, True",C,"\n\nAnswer: C True, False",1,380.0142999999225,2023-12-01T05:40:43.204Z
65696337793453ba7eacc251,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,Wireless access,Wireless security,Wired Security,Wired device apps,B,\n\nAnswer: Wireless security,1,492.96810000017285,2023-12-01T05:55:29.026Z
65696337793453ba7eacc252,Which of the following are benefits of penetration testing?,Results are often reproducible,Full evidence of security: a clean test means a secure system,Compositionality of security properties means tested components are secure even if others change,Makes an adversarial neural network converge more quickly,A,\n\nA and B.,0,335.1515999995172,2023-12-01T05:59:43.088Z
65696337793453ba7eacc253,1. _________ framework made cracking of vulnerabilities easy like point and click.,.Net,Metasploit,Zeus,Ettercap,B,\n\nAnswer: B. Metasploit,1,331.1082000024617,2023-12-01T05:40:49.006Z
65696337793453ba7eacc254,You are given a message (m) and its OTP encryption (c). Can you compute the OTP key from m and c ?,"No, I cannot compute the key.","Yes, the key is k = m xor c.",I can only compute half the bits of the key.,"Yes, the key is k = m xor m.",B,"\n\nAnswer: B Yes, the key is k = m xor c.",1,485.42880000174046,2023-12-01T05:40:50.930Z
65696337793453ba7eacc255,"The openSSL implementation described in “Remote Timing Attacks are Practical” (by Brumley and Boneh) uses the following performance optimizations: Chinese Remainder (CR), Montgomery Representation (MR), Karatsuba Multiplication (KM), and Repeated squaring and Sliding windows (RS). Which of the following options would close the timing channel attack described in the paper if you turned the listed optimizations off?\n1. CR and MR\n2. CR","True, True","False, False","True, False","False, True",A,"\n\nAnswer: C (True, False)",0,395.2874999977648,2023-12-01T05:59:45.455Z
65696337793453ba7eacc256,"When the data must arrive at the receiver exactly as they were sent, its called",Message Condentiality,Message Integrity,Message Splashing,Message Sending,B,\n\nAnswer: B Message Integrity,1,445.71859999746084,2023-12-01T05:40:55.789Z
65696337793453ba7eacc257,What is the difference between a direct leak and a side channel?,"A direct leak creates a denial of service by failing to free memory, while a channel frees memory as a side effect","A direct leak is one that is intentional, rather than by unintentional","A direct leak comes via the software system's intended interaction mechanism, where as a side channel leak comes from measurements of other system features, like timing, power usage, or space usage",There is no difference,C,"\n\nAnswer: C A direct leak comes via the software system's intended interaction mechanism, where as a side channel leak comes from measurements of other system features, like timing, power usage, or space usage",1,1096.6906999982893,2023-12-01T05:41:00.245Z
65696337793453ba7eacc258,A session symmetric key between two parties is used,Only once,Twice,Multiple times,Conditions dependant,A,\n\nAnswer: A. Only once.,1,431.2863999977708,2023-12-01T05:41:02.188Z
65696337793453ba7eacc259,What is a nop sled,It is an anonymous version of a mop sled,"It is a sequence of nops preceding injected shellcode, useful when the return address is unknown",It is a method of removing zero bytes from shellcode,It is another name for a branch instruction at the end of sequence of nops,B,"\n\nAnswer: B. It is a sequence of nops preceding injected shellcode, useful when the return address is unknown.",1,761.7432000003755,2023-12-01T05:41:04.916Z
65696337793453ba7eacc25a,Which Nmap scan is does not completely open a TCP connection?,SYN stealth scan,TCP connect,XMAS tree scan,ACK scan,A,\n\nAnswer: A SYN stealth scan,1,707.748400002718,2023-12-01T05:41:07.282Z
65696337793453ba7eacc25b,"Based on the paper “Click Trajectories: End-to-End Analysis of the Spam Value Chain”, which of the following statements are true? “Spammers” here refer to operators of various parts of the “spam value chain.”",Spammers run their spam-advertised web sites on compromised user machines that are part of a botnet.,Spammers need to register domain names in order for their spam-based advertisements to be effective.,There is a high cost for spammers to switch acquiring banks.,B and C,D,\n\nAnswer: D) B and C,1,384.6831999979913,2023-12-01T05:41:09.556Z
65696337793453ba7eacc25c,"In a _____________ attack, the extra data that holds some specific instructions in the memory for actions is projected by a cyber-criminal or penetration tester to crack the system.",Phishing,MiTM,Buffer-overflow,Clickjacking,C,\n\nC. Buffer-overflow,1,750.5454999990761,2023-12-01T05:41:12.629Z
65696337793453ba7eacc25d,_______________ is a popular tool used for network analysis in multiprotocol diverse network.,Snort,SuperScan,Burp Suit,EtterPeak,D,\n\nAnswer: Snort,0,588.230000000447,2023-12-01T05:41:16.885Z
65696337793453ba7eacc25e,"___________________ is alike as that of Access Point (AP) from 802.11, & the mobile operators uses it for offering signal coverage.",Base Signal Station,Base Transmitter Station,Base Transceiver Station,Transceiver Station,C,\n\nAnswer: C. Base Transceiver Station,1,428.7950999997556,2023-12-01T05:41:18.414Z
65696337793453ba7eacc25f,A __________ is a sequential segment of the memory location that is allocated for containing some data such as a character string or an array of integers.,stack,queue,external storage,buffer,D,\n\nAnswer: D. Buffer,1,288.78730000182986,2023-12-01T05:41:19.907Z
65696337793453ba7eacc260,Which form of encryption does WPA use?,Shared key,LEAP,TKIP,AES,C,\n\nAnswer: D AES,0,287.72859999909997,2023-12-01T05:41:21.580Z
65696337793453ba7eacc261,"Let suppose a search box of an application can take at most 200 words, and you’ve inserted more than that and pressed the search button; the system crashes. Usually this is because of limited __________",buffer,external storage,processing power,local storage,A,\n\nAnswer: A buffer,1,314.29369999840856,2023-12-01T05:41:23.352Z
65696337793453ba7eacc262,___________________ began to show up few years back on wireless access points as a new way of adding or connecting new devices.,WPA2,WPA,WPS,WEP,C,\n\nAnswer: C WPS,1,498.61600000038743,2023-12-01T05:41:25.898Z
65696337793453ba7eacc263,What are the port states determined by Nmap?,"Active, inactive, standby","Open, half-open, closed ","Open, filtered, unfiltered","Active, closed, unused",C,"\n\nAnswer: B Open, half-open, closed",0,369.49760000035167,2023-12-01T05:41:27.528Z
65696337793453ba7eacc264,Which among the following is the least strong security encryption standard?,WEP,WPA,WPA2,WPA3,A,\n\nAnswer: A WEP,1,360.0619999989867,2023-12-01T05:41:29.330Z
65696337793453ba7eacc265,Why is it that the compiler does not know the absolute address of a local variable?,Programs are not allowed to reference memory using absolute addresses,The size of the address depends on the architecture the program will run on,"As a stack-allocated variable, it could have different addresses depending on when its containing function is called",Compiler writers are not very good at that sort of thing,C,"\n\nAnswer: C As a stack-allocated variable, it could have different addresses depending on when its containing function is called.",1,738.8006999976933,2023-12-01T05:41:31.641Z
65696337793453ba7eacc266,The stack is memory for storing,Local variables,Program code,Dynamically linked libraries,Global variables,A,\n\nAnswer: A. Local variables,1,332.8813000023365,2023-12-01T05:41:35.282Z
65696337793453ba7eacc267,Can a stream cipher have perfect secrecy?,"Yes, if the PRG is really “secure”","No, there are no ciphers with perfect secrecy","Yes, every cipher has perfect secrecy","No, since the key is shorter than the message",D,"\n\nAnswer: B No, there are no ciphers with perfect secrecy",0,586.8280000016093,2023-12-01T05:41:36.932Z
65696337793453ba7eacc268,Which of the following does authorization aim to accomplish?,Restrict what operations/data the user can access,Determine if the user is an attacker,Flag the user if he/she misbehaves,Determine who the user is,A,\n\nAnswer: A. Restrict what operations/data the user can access.,1,825.575300000608,2023-12-01T05:41:39.894Z
65696337793453ba7eacc269,The message must be encrypted at the sender site and decrypted at the,Sender Site,Site,Receiver site,Conferencing,C,\n\nAnswer: C Receiver site,1,357.03950000181794,2023-12-01T05:41:41.465Z
65696337793453ba7eacc26a,"A _________________ may be a hidden part of a program, a separate infected program a Trojan in disguise of an executable or code in the firmware of any system’s hardware.",crypter,virus,backdoor,key-logger,C,\n\nC. Backdoor,1,314.1769000031054,2023-12-01T05:41:43.505Z
65696337793453ba7eacc26b,How is IP address spoofing detected?,Installing and configuring a IDS that can read the IP header,Comparing the TTL values of the actual and spoofed addresses,Implementing a firewall to the network,Identify all TCP sessions that are initiated but does not complete successfully,B,\n\nAnswer: A Installing and configuring a IDS that can read the IP header,0,844.7786999978125,2023-12-01T05:41:46.582Z
